User_ID,Age,Gender,Location,Device,Operating_System
575,18-24,Male,Cameroon,Mobile,iOS
576,18-24,Male,Papua New Guinea,Mobile,iOS
577,25-34,Female,Liberia,Tablet,Windows
578,55-64,Male,Belize,Desktop,MacOS
579,18-24,Male,Congo,Desktop,Android
580,25-34,Male,United States of America,Tablet,iOS
581,45-54,Male,Saint Barthelemy,Tablet,Android
582,25-34,Male,Somalia,Tablet,MacOS
583,45-54,Female,Liechtenstein,Desktop,iOS
584,25-34,Female,Equatorial Guinea,Desktop,MacOS
585,18-24,Female,Western Sahara,Mobile,MacOS
586,55-64,Female,Syrian Arab Republic,Tablet,iOS
587,18-24,Female,Italy,Desktop,Windows
588,35-44,Male,Cyprus,Desktop,MacOS
589,25-34,Female,Turkey,Desktop,MacOS
590,65+,Male,United States Minor Outlying Islands,Tablet,Windows
591,35-44,Male,South Africa,Desktop,Windows
592,35-44,Female,Holy See (Vatican City State),Mobile,iOS
593,55-64,Female,Yemen,Mobile,MacOS
594,65+,Female,Saint Pierre and Miquelon,Mobile,Windows
595,18-24,Male,Oman,Desktop,Android
596,18-24,Male,Algeria,Desktop,Android
597,35-44,Male,Lao People's Democratic Republic,Desktop,Windows
598,45-54,Male,Mongolia,Mobile,Windows
599,35-44,Female,Bangladesh,Mobile,Android
600,35-44,Male,Solomon Islands,Desktop,iOS
601,55-64,Female,Belgium,Desktop,MacOS
602,55-64,Male,Dominican Republic,Desktop,Android
603,35-44,Female,Macao,Tablet,Windows
604,25-34,Female,Afghanistan,Mobile,Windows
605,18-24,Male,Western Sahara,Desktop,MacOS
606,35-44,Male,Antigua and Barbuda,Desktop,Android
607,25-34,Female,Guyana,Tablet,MacOS
608,65+,Male,Guatemala,Mobile,Windows
609,18-24,Female,Nicaragua,Tablet,Windows
610,18-24,Male,France,Desktop,Windows
611,45-54,Female,Slovenia,Tablet,iOS
612,35-44,Female,Canada,Tablet,Android
613,65+,Female,Christmas Island,Desktop,Android
614,65+,Female,Montserrat,Mobile,Windows
615,35-44,Female,France,Desktop,iOS
616,45-54,Female,Venezuela,Desktop,MacOS
617,45-54,Male,Hungary,Mobile,MacOS
618,55-64,Male,Estonia,Mobile,iOS
619,35-44,Female,Spain,Tablet,Windows
620,18-24,Male,Somalia,Desktop,Android
621,35-44,Male,Central African Republic,Desktop,iOS
622,65+,Female,Western Sahara,Mobile,Windows
623,18-24,Male,Niger,Mobile,Android
624,55-64,Male,Saint Lucia,Tablet,MacOS
625,18-24,Female,Korea,Mobile,Android
626,18-24,Male,Seychelles,Desktop,iOS
627,55-64,Female,Nepal,Tablet,Windows
628,35-44,Male,Turkey,Desktop,Windows
629,25-34,Female,Belize,Tablet,MacOS
630,25-34,Male,Qatar,Tablet,MacOS
631,55-64,Male,Guadeloupe,Tablet,MacOS
632,65+,Female,Holy See (Vatican City State),Desktop,iOS
633,45-54,Female,Falkland Islands (Malvinas),Mobile,Windows
634,25-34,Male,Cocos (Keeling) Islands,Tablet,Android
635,55-64,Male,China,Tablet,Android
636,65+,Male,Ghana,Tablet,iOS
637,55-64,Female,North Macedonia,Tablet,iOS
638,35-44,Female,Panama,Desktop,iOS
639,25-34,Female,Saint Vincent and the Grenadines,Desktop,iOS
640,35-44,Female,Wallis and Futuna,Desktop,Android
641,45-54,Male,Panama,Desktop,MacOS
642,55-64,Male,Guam,Tablet,Windows
643,35-44,Male,Paraguay,Tablet,MacOS
644,45-54,Male,Bhutan,Tablet,Android
645,45-54,Female,El Salvador,Mobile,Windows
646,35-44,Male,Jersey,Mobile,Windows
647,25-34,Female,Bermuda,Desktop,iOS
648,35-44,Female,Tonga,Desktop,Android
649,45-54,Female,Australia,Desktop,Windows
650,18-24,Female,Jersey,Tablet,MacOS
651,25-34,Female,Estonia,Tablet,Windows
652,65+,Female,Afghanistan,Tablet,Windows
653,45-54,Female,Faroe Islands,Desktop,Windows
654,18-24,Male,Guam,Mobile,Windows
655,65+,Male,Liechtenstein,Desktop,MacOS
656,25-34,Female,Slovenia,Mobile,Android
657,45-54,Male,Bolivia,Mobile,MacOS
658,65+,Female,France,Tablet,iOS
659,18-24,Male,Saint Helena,Tablet,iOS
660,25-34,Male,Falkland Islands (Malvinas),Desktop,Android
661,65+,Male,Netherlands Antilles,Desktop,Windows
662,55-64,Male,Guam,Tablet,iOS
663,45-54,Male,Korea,Tablet,Android
664,55-64,Female,El Salvador,Mobile,Windows
665,18-24,Male,Zambia,Tablet,MacOS
666,25-34,Male,Norway,Tablet,Android
667,45-54,Female,Timor-Leste,Mobile,Android
668,18-24,Male,Paraguay,Tablet,Android
669,65+,Male,Ethiopia,Desktop,Android
670,65+,Female,Taiwan,Tablet,Windows
671,18-24,Male,Ghana,Desktop,MacOS
672,25-34,Male,Colombia,Mobile,iOS
673,65+,Male,Iceland,Tablet,Android
674,55-64,Male,Maldives,Mobile,Android
675,45-54,Female,Kuwait,Mobile,MacOS
676,65+,Male,Peru,Mobile,iOS
677,45-54,Female,Aruba,Desktop,iOS
678,65+,Male,Cote d'Ivoire,Desktop,iOS
679,25-34,Female,Costa Rica,Mobile,Android
680,25-34,Female,Italy,Mobile,MacOS
681,55-64,Female,Lao People's Democratic Republic,Tablet,iOS
682,35-44,Female,Tanzania,Desktop,iOS
683,35-44,Female,Northern Mariana Islands,Desktop,iOS
684,45-54,Male,Faroe Islands,Desktop,Android
685,55-64,Male,Spain,Tablet,Android
686,18-24,Male,Saint Martin,Mobile,MacOS
687,18-24,Female,Togo,Tablet,Android
688,35-44,Male,Ukraine,Mobile,Windows
689,65+,Male,Norfolk Island,Desktop,MacOS
690,18-24,Male,Brazil,Tablet,Android
691,35-44,Male,Pakistan,Desktop,iOS
692,18-24,Female,Uruguay,Tablet,iOS
693,55-64,Male,Morocco,Mobile,Windows
694,65+,Male,Belize,Tablet,MacOS
695,65+,Male,Venezuela,Tablet,MacOS
696,25-34,Female,Bulgaria,Mobile,Android
697,45-54,Male,Grenada,Desktop,Windows
698,35-44,Female,Montenegro,Desktop,Android
699,25-34,Male,Zambia,Mobile,Windows
700,25-34,Female,Northern Mariana Islands,Mobile,iOS
701,45-54,Male,French Guiana,Mobile,Android
702,35-44,Male,Ukraine,Tablet,iOS
703,18-24,Female,Mauritania,Mobile,Windows
704,25-34,Male,Timor-Leste,Mobile,Windows
705,65+,Male,Australia,Mobile,Windows
706,35-44,Male,Guinea,Tablet,Windows
707,18-24,Female,Saint Barthelemy,Desktop,MacOS
708,45-54,Female,Grenada,Tablet,Windows
709,55-64,Female,India,Tablet,iOS
710,55-64,Female,Comoros,Desktop,MacOS
711,18-24,Male,Spain,Desktop,iOS
712,65+,Female,Cocos (Keeling) Islands,Tablet,iOS
713,35-44,Female,Sudan,Tablet,Android
714,45-54,Male,Italy,Tablet,Android
715,45-54,Male,Macao,Desktop,Android
716,25-34,Male,Svalbard & Jan Mayen Islands,Mobile,MacOS
717,35-44,Male,Turks and Caicos Islands,Mobile,MacOS
718,18-24,Male,Montenegro,Tablet,iOS
719,65+,Male,Cambodia,Tablet,Android
720,25-34,Female,Belize,Tablet,Windows
721,65+,Female,Turkey,Mobile,MacOS
722,35-44,Male,Comoros,Mobile,Windows
723,55-64,Female,Aruba,Tablet,iOS
724,55-64,Female,Nicaragua,Desktop,MacOS
725,35-44,Male,Croatia,Tablet,Windows
726,25-34,Female,Slovakia (Slovak Republic),Tablet,Windows
727,18-24,Female,Djibouti,Desktop,MacOS
728,35-44,Male,United Arab Emirates,Desktop,iOS
729,35-44,Female,Belarus,Tablet,Android
730,45-54,Female,Ecuador,Mobile,Windows
731,25-34,Male,Japan,Desktop,Windows
732,65+,Female,India,Mobile,iOS
733,45-54,Female,Turkey,Mobile,Android
734,35-44,Female,Cameroon,Desktop,Android
735,35-44,Female,Malaysia,Mobile,MacOS
736,35-44,Male,Bouvet Island (Bouvetoya),Desktop,iOS
737,55-64,Male,Tajikistan,Tablet,MacOS
738,18-24,Female,Saint Kitts and Nevis,Desktop,MacOS
739,55-64,Male,Switzerland,Tablet,MacOS
740,35-44,Female,Rwanda,Mobile,Android
741,25-34,Male,Western Sahara,Mobile,iOS
742,55-64,Female,Iceland,Mobile,MacOS
743,18-24,Male,Micronesia,Mobile,MacOS
744,35-44,Male,Maldives,Desktop,Android
745,25-34,Female,Liberia,Mobile,MacOS
746,55-64,Male,Italy,Desktop,iOS
747,35-44,Male,Kenya,Desktop,Windows
748,65+,Female,Switzerland,Tablet,MacOS
749,25-34,Female,Greece,Tablet,MacOS
750,18-24,Female,Suriname,Mobile,Android
751,65+,Female,El Salvador,Tablet,MacOS
752,45-54,Female,Somalia,Mobile,Android
753,25-34,Female,Zimbabwe,Mobile,Android
754,45-54,Female,Anguilla,Tablet,MacOS
755,25-34,Male,Madagascar,Tablet,Android
756,18-24,Female,Burundi,Mobile,iOS
757,65+,Female,Latvia,Tablet,MacOS
758,45-54,Male,Burkina Faso,Desktop,Windows
759,45-54,Female,Madagascar,Tablet,iOS
760,45-54,Female,Guernsey,Desktop,Android
761,65+,Male,Ethiopia,Tablet,Windows
762,55-64,Female,Saint Lucia,Tablet,MacOS
763,45-54,Female,Afghanistan,Tablet,Windows
764,55-64,Male,Palau,Tablet,Windows
765,35-44,Male,Morocco,Mobile,Windows
766,18-24,Female,Kenya,Tablet,iOS
767,35-44,Male,Aruba,Desktop,Windows
768,35-44,Male,Congo,Mobile,iOS
769,18-24,Female,Uruguay,Mobile,Android
770,25-34,Female,Zambia,Desktop,Android
771,55-64,Female,Tanzania,Mobile,Android
772,45-54,Female,Mayotte,Mobile,MacOS
773,55-64,Male,Guernsey,Mobile,Windows
774,45-54,Female,Gibraltar,Mobile,iOS
775,25-34,Male,Tajikistan,Desktop,MacOS
776,18-24,Female,Tanzania,Tablet,Android
777,65+,Male,Namibia,Desktop,Windows
778,35-44,Male,Western Sahara,Mobile,Android
779,35-44,Female,Malawi,Desktop,Windows
780,55-64,Female,Samoa,Desktop,MacOS
781,45-54,Male,Lesotho,Tablet,MacOS
782,55-64,Male,Saint Kitts and Nevis,Desktop,Windows
783,18-24,Male,Panama,Desktop,Android
784,25-34,Male,Lebanon,Tablet,iOS
785,45-54,Female,Jersey,Desktop,iOS
786,35-44,Female,Bolivia,Mobile,MacOS
787,55-64,Female,Andorra,Desktop,MacOS
788,35-44,Female,Malawi,Mobile,iOS
789,35-44,Female,Nigeria,Mobile,iOS
790,35-44,Female,Lesotho,Desktop,Windows
791,25-34,Male,Monaco,Desktop,Android
792,65+,Male,Paraguay,Desktop,Android
793,65+,Male,Niue,Tablet,Windows
794,55-64,Female,Qatar,Desktop,iOS
795,65+,Female,France,Mobile,Windows
796,35-44,Male,Holy See (Vatican City State),Tablet,Windows
797,35-44,Male,Portugal,Desktop,Android
798,45-54,Male,Kazakhstan,Desktop,Android
799,35-44,Male,Belize,Mobile,Android
800,18-24,Female,Cocos (Keeling) Islands,Mobile,MacOS
801,55-64,Male,India,Mobile,Android
802,18-24,Male,Samoa,Desktop,Windows
803,25-34,Male,Armenia,Desktop,iOS
804,25-34,Female,Latvia,Tablet,MacOS
805,65+,Male,Jordan,Desktop,iOS
806,18-24,Female,Anguilla,Mobile,Android
807,45-54,Female,Cayman Islands,Desktop,iOS
808,35-44,Female,Nepal,Mobile,Windows
809,18-24,Male,Nicaragua,Tablet,Windows
810,18-24,Female,Rwanda,Mobile,iOS
811,45-54,Male,Estonia,Desktop,iOS
812,25-34,Female,Montenegro,Tablet,iOS
813,18-24,Female,New Caledonia,Desktop,iOS
814,55-64,Male,Mexico,Desktop,MacOS
815,65+,Male,Wallis and Futuna,Tablet,MacOS
816,45-54,Male,Gibraltar,Desktop,MacOS
817,55-64,Male,Norfolk Island,Desktop,Windows
818,55-64,Male,Norfolk Island,Mobile,Android
819,45-54,Female,Bahamas,Desktop,Android
820,25-34,Male,Sweden,Desktop,iOS
821,25-34,Male,Kenya,Mobile,Android
822,55-64,Female,Kiribati,Tablet,Windows
823,18-24,Male,Thailand,Desktop,Android
824,35-44,Male,Kyrgyz Republic,Tablet,Android
825,18-24,Male,Bosnia and Herzegovina,Tablet,Android
826,45-54,Female,Somalia,Desktop,Windows
827,18-24,Male,Madagascar,Tablet,Android
828,25-34,Female,Canada,Desktop,Android
829,45-54,Female,Panama,Mobile,iOS
830,65+,Female,Korea,Tablet,Windows
831,45-54,Male,Philippines,Desktop,Windows
832,55-64,Female,Mauritania,Mobile,MacOS
833,18-24,Male,Guatemala,Mobile,Android
834,55-64,Male,Kazakhstan,Mobile,Windows
835,35-44,Male,Cook Islands,Tablet,MacOS
836,25-34,Male,Tajikistan,Mobile,iOS
837,45-54,Male,British Virgin Islands,Mobile,Android
838,45-54,Male,Samoa,Tablet,MacOS
839,65+,Male,South Georgia and the South Sandwich Islands,Tablet,Windows
840,65+,Male,Chile,Tablet,Android
841,25-34,Female,Guernsey,Mobile,iOS
842,55-64,Male,Sao Tome and Principe,Tablet,Windows
843,55-64,Female,United States of America,Mobile,MacOS
844,65+,Male,Ghana,Desktop,Windows
845,35-44,Female,Zimbabwe,Mobile,Windows
846,45-54,Male,Malaysia,Desktop,Android
847,25-34,Female,Palestinian Territory,Desktop,Windows
848,55-64,Male,Kiribati,Tablet,Android
849,18-24,Male,Lao People's Democratic Republic,Mobile,Windows
850,55-64,Female,Panama,Tablet,Android
851,25-34,Male,United Kingdom,Tablet,iOS
852,35-44,Female,Namibia,Mobile,Android
853,65+,Male,South Georgia and the South Sandwich Islands,Desktop,Windows
854,65+,Female,Zimbabwe,Desktop,iOS
855,45-54,Male,Armenia,Mobile,Windows
856,55-64,Male,Congo,Mobile,iOS
857,35-44,Female,Samoa,Tablet,Android
858,25-34,Male,Nigeria,Tablet,Windows
859,45-54,Female,Albania,Mobile,Android
860,18-24,Male,Bermuda,Mobile,Windows
861,25-34,Female,San Marino,Desktop,Windows
862,45-54,Male,Greenland,Mobile,Android
863,45-54,Female,Taiwan,Mobile,Android
864,18-24,Male,Ireland,Desktop,iOS
865,55-64,Female,Micronesia,Tablet,Windows
866,25-34,Male,Ethiopia,Desktop,MacOS
867,55-64,Male,Ukraine,Mobile,Android
868,18-24,Female,British Indian Ocean Territory (Chagos Archipelago),Mobile,MacOS
869,65+,Male,Slovakia (Slovak Republic),Desktop,Android
870,65+,Male,Vietnam,Mobile,Android
871,18-24,Male,Spain,Desktop,iOS
872,45-54,Male,Myanmar,Tablet,MacOS
873,25-34,Female,Germany,Desktop,MacOS
874,18-24,Male,Belize,Desktop,MacOS
875,25-34,Female,Bahamas,Mobile,iOS
876,18-24,Female,Philippines,Tablet,iOS
877,35-44,Female,Saint Helena,Tablet,Android
878,18-24,Female,Swaziland,Mobile,iOS
879,25-34,Female,Bermuda,Desktop,iOS
880,25-34,Female,Palestinian Territory,Tablet,Android
881,25-34,Male,Romania,Tablet,MacOS
882,35-44,Female,Somalia,Desktop,MacOS
883,35-44,Male,Sao Tome and Principe,Tablet,MacOS
884,55-64,Male,San Marino,Mobile,Android
885,55-64,Male,Bangladesh,Mobile,MacOS
886,45-54,Male,Nigeria,Mobile,Windows
887,25-34,Female,Grenada,Tablet,Windows
888,25-34,Male,Reunion,Mobile,Windows
889,25-34,Female,Costa Rica,Desktop,Windows
890,35-44,Female,Estonia,Tablet,iOS
891,25-34,Female,Armenia,Mobile,MacOS
892,55-64,Male,Peru,Mobile,Android
893,25-34,Male,Bouvet Island (Bouvetoya),Mobile,Android
894,25-34,Female,Turkey,Mobile,MacOS
895,55-64,Female,Svalbard & Jan Mayen Islands,Mobile,MacOS
896,35-44,Female,South Georgia and the South Sandwich Islands,Desktop,Android
897,18-24,Female,Micronesia,Desktop,MacOS
898,55-64,Male,Saint Kitts and Nevis,Tablet,MacOS
899,18-24,Female,Saint Martin,Tablet,iOS
900,25-34,Female,Uganda,Desktop,Android
901,55-64,Female,Vanuatu,Mobile,MacOS
902,35-44,Female,Reunion,Desktop,Windows
903,65+,Female,Guatemala,Mobile,Windows
904,45-54,Male,Saint Barthelemy,Desktop,MacOS
905,65+,Female,Benin,Desktop,MacOS
906,18-24,Male,United States Virgin Islands,Tablet,Windows
907,25-34,Female,Turks and Caicos Islands,Desktop,iOS
908,25-34,Male,Netherlands,Desktop,MacOS
909,18-24,Male,French Polynesia,Tablet,MacOS
910,25-34,Female,Bahrain,Desktop,MacOS
911,55-64,Male,Italy,Tablet,iOS
912,55-64,Female,Kiribati,Tablet,MacOS
913,18-24,Male,Singapore,Desktop,iOS
914,35-44,Female,Bouvet Island (Bouvetoya),Tablet,Windows
915,45-54,Male,Aruba,Mobile,iOS
916,18-24,Female,Mongolia,Desktop,Windows
917,18-24,Female,Bosnia and Herzegovina,Desktop,Android
918,45-54,Female,Trinidad and Tobago,Mobile,Android
919,25-34,Male,Guernsey,Mobile,Android
920,35-44,Male,Kuwait,Tablet,Android
921,25-34,Female,Sao Tome and Principe,Mobile,Windows
922,25-34,Female,Switzerland,Mobile,Windows
923,35-44,Female,Zimbabwe,Mobile,Windows
924,65+,Male,Faroe Islands,Mobile,Windows
925,35-44,Male,Tonga,Tablet,Windows
926,18-24,Female,Andorra,Mobile,iOS
927,65+,Female,Nepal,Tablet,iOS
928,18-24,Female,Paraguay,Mobile,iOS
929,35-44,Male,Belgium,Tablet,MacOS
930,18-24,Female,Andorra,Mobile,MacOS
931,55-64,Female,Saint Vincent and the Grenadines,Mobile,Android
932,65+,Female,Lesotho,Desktop,Android
933,65+,Male,Ghana,Tablet,iOS
934,55-64,Male,Saint Helena,Desktop,iOS
935,65+,Male,Dominican Republic,Desktop,Android
936,25-34,Female,Andorra,Mobile,MacOS
937,45-54,Female,Bolivia,Tablet,MacOS
938,45-54,Male,Belize,Mobile,MacOS
939,25-34,Female,Fiji,Desktop,iOS
940,35-44,Female,Colombia,Desktop,iOS
941,55-64,Female,Kazakhstan,Mobile,Android
942,25-34,Male,Chile,Mobile,Windows
943,45-54,Male,Serbia,Mobile,Android
944,55-64,Male,Norfolk Island,Desktop,Windows
945,25-34,Male,Western Sahara,Desktop,MacOS
946,65+,Male,Egypt,Tablet,Windows
947,55-64,Male,Iran,Mobile,Android
948,25-34,Female,South Africa,Desktop,Android
949,55-64,Male,Kazakhstan,Mobile,MacOS
950,45-54,Female,Albania,Tablet,iOS
951,55-64,Male,Ethiopia,Desktop,Android
952,65+,Male,Libyan Arab Jamahiriya,Desktop,iOS
953,65+,Male,Iraq,Desktop,Android
954,18-24,Male,British Virgin Islands,Mobile,iOS
955,35-44,Female,Iran,Mobile,Android
956,45-54,Male,Algeria,Desktop,MacOS
957,25-34,Male,Libyan Arab Jamahiriya,Mobile,MacOS
958,45-54,Male,Mongolia,Desktop,iOS
959,55-64,Female,Bangladesh,Tablet,iOS
960,25-34,Female,United Arab Emirates,Mobile,Windows
961,45-54,Male,Micronesia,Desktop,Windows
962,35-44,Male,Jersey,Desktop,iOS
963,35-44,Male,French Polynesia,Mobile,Android
964,35-44,Female,Niger,Mobile,iOS
965,18-24,Female,Mauritania,Mobile,MacOS
966,45-54,Female,Saint Martin,Desktop,iOS
967,25-34,Male,Kenya,Tablet,MacOS
968,25-34,Female,Ireland,Mobile,Windows
969,45-54,Female,Isle of Man,Mobile,MacOS
970,55-64,Male,Taiwan,Desktop,iOS
971,55-64,Male,North Macedonia,Mobile,MacOS
972,45-54,Male,India,Mobile,iOS
973,25-34,Female,Cambodia,Desktop,Windows
974,65+,Male,Grenada,Desktop,Windows
975,45-54,Male,Chad,Tablet,MacOS
976,65+,Female,Korea,Desktop,Android
977,18-24,Male,Tanzania,Mobile,iOS
978,18-24,Male,Iran,Tablet,iOS
979,65+,Female,Dominican Republic,Tablet,Android
980,35-44,Female,Holy See (Vatican City State),Mobile,MacOS
981,45-54,Male,Guernsey,Desktop,Windows
982,25-34,Female,Micronesia,Mobile,Windows
983,55-64,Male,Greece,Mobile,iOS
984,18-24,Female,Mozambique,Tablet,Windows
985,35-44,Male,Indonesia,Mobile,iOS
986,45-54,Female,Czech Republic,Mobile,MacOS
987,65+,Male,Tunisia,Tablet,Windows
988,55-64,Male,Sweden,Desktop,Android
989,18-24,Female,Lesotho,Desktop,MacOS
990,25-34,Male,Georgia,Desktop,Android
991,55-64,Male,Nigeria,Mobile,iOS
992,25-34,Female,Tajikistan,Tablet,MacOS
993,18-24,Male,Estonia,Tablet,MacOS
994,55-64,Male,Ecuador,Mobile,Windows
995,25-34,Male,Seychelles,Tablet,Windows
996,45-54,Female,Switzerland,Desktop,Android
997,45-54,Male,Costa Rica,Desktop,MacOS
998,25-34,Male,Myanmar,Desktop,iOS
999,18-24,Female,Costa Rica,Mobile,MacOS
1000,45-54,Female,Antarctica (the territory South of 60 deg S),Tablet,Windows
