Source_ID,Session_ID,Source,Medium,Campaign,Keyword
876,876,Direct,Social,,
877,877,Facebook,Paid,,
878,878,Facebook,Paid,,
879,879,Email Campaign,Paid,,structure
880,880,Google,Referral,wait,
881,881,Direct,Referral,,responsibility
882,882,Google,Social,,
883,883,Twitter,Social,,
884,884,Google,Paid,watch,
885,885,Email Campaign,Referral,western,answer
886,886,Email Campaign,Organic,,
887,887,Email Campaign,Social,safe,yet
888,888,Email Campaign,Referral,,
889,889,Direct,Referral,,
890,890,Twitter,Referral,,
891,891,Twitter,Referral,marriage,
892,892,Twitter,Referral,rate,tell
893,893,Google,Referral,million,
894,894,Direct,Social,,place
895,895,Google,Paid,,money
896,896,Twitter,Organic,,process
897,897,Facebook,Social,at,
898,898,Facebook,Referral,Mr,
899,899,Direct,Referral,say,
900,900,Email Campaign,Organic,,
901,901,Email Campaign,Referral,son,
902,902,Direct,Paid,suffer,reach
903,903,Twitter,Organic,case,
904,904,Direct,Paid,,public
905,905,Facebook,Referral,,environmental
906,906,Email Campaign,Social,,
907,907,Google,Paid,laugh,
908,908,Direct,Social,,hear
909,909,Direct,Paid,,consumer
910,910,Google,Referral,,
911,911,Google,Paid,,wrong
912,912,Facebook,Paid,black,soldier
913,913,Direct,Referral,sure,adult
914,914,Direct,Organic,free,
915,915,Twitter,Paid,send,enter
916,916,Facebook,Social,economic,
917,917,Google,Paid,hour,anyone
918,918,Google,Referral,,
919,919,Email Campaign,Paid,air,always
920,920,Email Campaign,Paid,,
921,921,Email Campaign,Social,single,
922,922,Direct,Organic,plan,
923,923,Twitter,Paid,,
924,924,Email Campaign,Organic,,
925,925,Google,Paid,brother,determine
926,926,Facebook,Paid,yeah,
927,927,Email Campaign,Referral,,
928,928,Google,Social,,
929,929,Google,Organic,situation,
930,930,Google,Organic,world,
931,931,Facebook,Organic,then,
932,932,Facebook,Social,two,
933,933,Google,Referral,,
934,934,Google,Referral,,
935,935,Email Campaign,Social,drive,
936,936,Google,Referral,,
937,937,Google,Paid,eat,
938,938,Email Campaign,Organic,,whether
939,939,Google,Social,,
940,940,Email Campaign,Social,,
941,941,Google,Referral,,
942,942,Email Campaign,Paid,quickly,career
943,943,Google,Social,,
944,944,Direct,Social,party,
945,945,Google,Referral,science,
946,946,Twitter,Social,opportunity,
947,947,Email Campaign,Social,admit,
948,948,Facebook,Referral,ball,mouth
949,949,Email Campaign,Organic,,
950,950,Email Campaign,Paid,,
951,951,Twitter,Referral,meet,
952,952,Twitter,Organic,,yes
953,953,Email Campaign,Organic,,war
954,954,Twitter,Organic,,
955,955,Direct,Paid,health,
956,956,Facebook,Organic,,
957,957,Facebook,Paid,,
958,958,Twitter,Organic,fight,threat
959,959,Direct,Social,and,case
960,960,Email Campaign,Organic,,
961,961,Google,Organic,,high
962,962,Google,Organic,boy,
963,963,Google,Referral,,
964,964,Twitter,Paid,break,one
965,965,Email Campaign,Referral,out,
966,966,Email Campaign,Paid,,
967,967,Direct,Referral,section,place
968,968,Twitter,Social,director,
969,969,Direct,Referral,,
970,970,Email Campaign,Paid,current,account
971,971,Google,Social,coach,
972,972,Email Campaign,Social,shake,
973,973,Google,Social,whether,
974,974,Twitter,Social,kitchen,
975,975,Direct,Paid,,catch
976,976,Direct,Social,,
977,977,Google,Organic,,really
978,978,Google,Paid,,forget
979,979,Direct,Social,,
980,980,Facebook,Referral,,
981,981,Direct,Organic,success,type
982,982,Facebook,Referral,girl,
983,983,Google,Social,,
984,984,Direct,Organic,stay,
985,985,Direct,Referral,less,
986,986,Google,Referral,table,
987,987,Direct,Social,,discuss
988,988,Facebook,Referral,tough,
989,989,Twitter,Social,whole,
990,990,Twitter,Organic,,ten
991,991,Google,Social,,rule
992,992,Facebook,Social,father,
993,993,Facebook,Organic,,church
994,994,Facebook,Organic,similar,respond
995,995,Email Campaign,Organic,,grow
996,996,Email Campaign,Paid,crime,
997,997,Facebook,Paid,,exactly
998,998,Google,Organic,relate,
999,999,Direct,Referral,such,and
1000,1000,Twitter,Organic,only,
1001,1001,Facebook,Paid,,
1002,1002,Facebook,Referral,space,
1003,1003,Facebook,Social,spring,
1004,1004,Facebook,Social,just,
1005,1005,Twitter,Organic,how,room
1006,1006,Google,Referral,current,
1007,1007,Facebook,Referral,lawyer,
1008,1008,Direct,Paid,,
1009,1009,Email Campaign,Organic,,
1010,1010,Direct,Paid,class,
1011,1011,Facebook,Organic,walk,
1012,1012,Facebook,Paid,field,senior
1013,1013,Email Campaign,Organic,,
1014,1014,Facebook,Paid,,
1015,1015,Direct,Referral,,their
1016,1016,Google,Social,,
1017,1017,Direct,Organic,stock,
1018,1018,Google,Referral,,leave
1019,1019,Facebook,Organic,everything,catch
1020,1020,Twitter,Paid,,
1021,1021,Twitter,Paid,,
1022,1022,Direct,Paid,,
1023,1023,Direct,Social,,resource
1024,1024,Direct,Social,become,social
1025,1025,Email Campaign,Organic,,
1026,1026,Facebook,Referral,happen,
1027,1027,Direct,Paid,,
1028,1028,Twitter,Organic,,
1029,1029,Google,Social,,per
1030,1030,Google,Paid,meeting,
1031,1031,Direct,Organic,treat,store
1032,1032,Email Campaign,Paid,return,
1033,1033,Facebook,Referral,,
1034,1034,Google,Social,,
1035,1035,Direct,Organic,,
1036,1036,Google,Paid,career,
1037,1037,Google,Organic,movie,however
1038,1038,Direct,Organic,,
1039,1039,Twitter,Paid,since,fight
1040,1040,Email Campaign,Organic,action,
1041,1041,Google,Social,few,
1042,1042,Google,Social,,
1043,1043,Facebook,Social,evidence,
1044,1044,Facebook,Organic,,
1045,1045,Twitter,Paid,movement,
1046,1046,Google,Paid,,
1047,1047,Twitter,Social,great,
1048,1048,Email Campaign,Paid,,
1049,1049,Direct,Organic,,
1050,1050,Facebook,Organic,quite,fill
1051,1051,Email Campaign,Paid,east,
1052,1052,Email Campaign,Referral,,off
1053,1053,Google,Referral,,
1054,1054,Facebook,Social,,
1055,1055,Google,Social,,
1056,1056,Direct,Paid,,trade
1057,1057,Twitter,Social,,
1058,1058,Twitter,Paid,,
1059,1059,Twitter,Organic,president,
1060,1060,Email Campaign,Paid,we,travel
1061,1061,Direct,Paid,,
1062,1062,Direct,Referral,,way
1063,1063,Email Campaign,Organic,help,positive
1064,1064,Google,Organic,,seat
1065,1065,Twitter,Paid,,
1066,1066,Twitter,Organic,list,
1067,1067,Google,Paid,,
1068,1068,Google,Paid,,
1069,1069,Direct,Referral,,
1070,1070,Email Campaign,Organic,whom,likely
1071,1071,Email Campaign,Organic,professional,
1072,1072,Facebook,Organic,view,effect
1073,1073,Facebook,Social,only,another
1074,1074,Facebook,Referral,interesting,weight
1075,1075,Google,Organic,,human
1076,1076,Email Campaign,Paid,take,life
1077,1077,Email Campaign,Organic,investment,
1078,1078,Facebook,Referral,benefit,
1079,1079,Facebook,Paid,eye,
1080,1080,Facebook,Social,,
1081,1081,Facebook,Referral,catch,
1082,1082,Twitter,Social,,town
1083,1083,Facebook,Social,interesting,
1084,1084,Direct,Organic,,live
1085,1085,Google,Referral,,
1086,1086,Google,Social,culture,
1087,1087,Facebook,Social,there,
1088,1088,Twitter,Paid,possible,
1089,1089,Facebook,Organic,west,
1090,1090,Direct,Paid,,
1091,1091,Facebook,Paid,rise,among
1092,1092,Facebook,Organic,word,
1093,1093,Facebook,Paid,probably,
1094,1094,Direct,Referral,,
1095,1095,Google,Social,,
1096,1096,Facebook,Social,,
1097,1097,Email Campaign,Paid,,
1098,1098,Google,Referral,,
1099,1099,Email Campaign,Organic,play,
1100,1100,Twitter,Social,,
1101,1101,Twitter,Organic,,
1102,1102,Facebook,Social,maybe,
1103,1103,Email Campaign,Paid,,
1104,1104,Google,Paid,body,stuff
1105,1105,Google,Organic,,
1106,1106,Email Campaign,Organic,,soldier
1107,1107,Facebook,Social,also,
1108,1108,Twitter,Paid,,appear
1109,1109,Google,Paid,top,
1110,1110,Google,Organic,,
1111,1111,Email Campaign,Paid,fire,
1112,1112,Direct,Paid,house,
1113,1113,Email Campaign,Social,,
1114,1114,Direct,Social,age,
1115,1115,Direct,Social,society,item
1116,1116,Direct,Organic,,
1117,1117,Direct,Referral,white,
1118,1118,Email Campaign,Social,state,return
1119,1119,Google,Social,,
1120,1120,Direct,Organic,,parent
1121,1121,Twitter,Organic,save,
1122,1122,Email Campaign,Organic,,
1123,1123,Direct,Social,investment,
1124,1124,Twitter,Referral,,
1125,1125,Google,Organic,specific,
1126,1126,Direct,Social,unit,successful
1127,1127,Email Campaign,Organic,worker,
1128,1128,Direct,Social,force,
1129,1129,Twitter,Organic,,
1130,1130,Google,Organic,,
1131,1131,Twitter,Referral,today,
1132,1132,Google,Social,need,
1133,1133,Twitter,Organic,,
1134,1134,Email Campaign,Paid,music,
1135,1135,Twitter,Social,choose,
1136,1136,Direct,Referral,,
1137,1137,Twitter,Social,,
1138,1138,Twitter,Social,start,
1139,1139,Facebook,Social,arrive,
1140,1140,Direct,Social,,on
1141,1141,Facebook,Referral,,
1142,1142,Google,Organic,,
1143,1143,Twitter,Referral,,
1144,1144,Google,Social,follow,stage
1145,1145,Direct,Organic,suggest,mention
1146,1146,Google,Social,husband,entire
1147,1147,Facebook,Paid,,
1148,1148,Google,Paid,test,
1149,1149,Google,Organic,,do
1150,1150,Direct,Referral,,
1151,1151,Google,Social,fine,poor
1152,1152,Google,Paid,,
1153,1153,Facebook,Organic,,
1154,1154,Direct,Referral,,
1155,1155,Email Campaign,Social,pressure,
1156,1156,Direct,Social,environmental,
1157,1157,Facebook,Paid,suffer,
1158,1158,Twitter,Referral,,research
1159,1159,Facebook,Paid,other,spring
1160,1160,Google,Social,,
1161,1161,Google,Paid,prevent,matter
1162,1162,Direct,Organic,,level
1163,1163,Twitter,Social,,
1164,1164,Facebook,Referral,artist,race
1165,1165,Twitter,Organic,Congress,society
1166,1166,Email Campaign,Paid,meeting,
1167,1167,Twitter,Paid,,
1168,1168,Email Campaign,Organic,,commercial
1169,1169,Direct,Social,,
1170,1170,Google,Organic,,create
1171,1171,Twitter,Social,share,
1172,1172,Direct,Referral,,
1173,1173,Direct,Organic,,painting
1174,1174,Google,Organic,herself,
1175,1175,Twitter,Social,,behind
1176,1176,Email Campaign,Organic,this,
1177,1177,Email Campaign,Organic,,shoulder
1178,1178,Email Campaign,Social,message,
1179,1179,Google,Referral,them,environmental
1180,1180,Google,Organic,,
1181,1181,Email Campaign,Referral,,
1182,1182,Direct,Social,,
1183,1183,Twitter,Organic,,
1184,1184,Facebook,Referral,current,
1185,1185,Google,Social,,success
1186,1186,Google,Paid,discuss,trip
1187,1187,Direct,Paid,,
1188,1188,Google,Paid,,light
1189,1189,Twitter,Referral,yard,out
1190,1190,Direct,Paid,,
1191,1191,Google,Referral,,
1192,1192,Google,Organic,treat,me
1193,1193,Google,Referral,,
1194,1194,Email Campaign,Organic,it,person
1195,1195,Google,Referral,,
1196,1196,Twitter,Social,behavior,prepare
1197,1197,Twitter,Referral,exactly,
1198,1198,Direct,Social,,
1199,1199,Google,Organic,,
1200,1200,Direct,Social,news,
1201,1201,Twitter,Social,,could
1202,1202,Facebook,Referral,local,summer
1203,1203,Direct,Organic,television,
1204,1204,Direct,Social,,
1205,1205,Google,Referral,,
1206,1206,Facebook,Organic,,
1207,1207,Email Campaign,Social,south,
1208,1208,Twitter,Paid,,away
1209,1209,Email Campaign,Organic,gas,
1210,1210,Email Campaign,Paid,,
1211,1211,Direct,Paid,,
1212,1212,Facebook,Referral,others,
1213,1213,Facebook,Social,tree,
1214,1214,Twitter,Paid,,
1215,1215,Facebook,Social,,
1216,1216,Facebook,Social,care,
1217,1217,Email Campaign,Referral,,degree
1218,1218,Facebook,Referral,present,
1219,1219,Google,Referral,,
1220,1220,Facebook,Organic,,
1221,1221,Facebook,Social,require,alone
1222,1222,Twitter,Social,tough,
1223,1223,Email Campaign,Referral,professional,
1224,1224,Google,Organic,,
1225,1225,Facebook,Referral,,
1226,1226,Twitter,Referral,,
1227,1227,Facebook,Social,today,success
1228,1228,Facebook,Social,,newspaper
1229,1229,Facebook,Social,even,section
1230,1230,Facebook,Paid,,
1231,1231,Email Campaign,Organic,low,
1232,1232,Email Campaign,Referral,thing,
1233,1233,Email Campaign,Referral,,
1234,1234,Direct,Organic,,
1235,1235,Direct,Social,,several
1236,1236,Google,Referral,program,financial
1237,1237,Direct,Referral,her,
1238,1238,Direct,Organic,even,
1239,1239,Google,Referral,civil,
1240,1240,Email Campaign,Referral,,beat
1241,1241,Facebook,Referral,,
1242,1242,Google,Social,see,
1243,1243,Direct,Social,between,
1244,1244,Twitter,Referral,,though
1245,1245,Twitter,Referral,national,quite
1246,1246,Facebook,Referral,subject,
1247,1247,Facebook,Paid,,yet
1248,1248,Direct,Paid,,
1249,1249,Direct,Social,,low
1250,1250,Facebook,Paid,garden,
1251,1251,Twitter,Social,you,
1252,1252,Facebook,Paid,already,team
1253,1253,Google,Social,institution,
1254,1254,Google,Social,,difficult
1255,1255,Google,Paid,,
1256,1256,Facebook,Social,,
1257,1257,Google,Referral,,spring
1258,1258,Google,Paid,,
1259,1259,Email Campaign,Organic,general,
1260,1260,Facebook,Organic,street,
1261,1261,Google,Social,,
1262,1262,Google,Paid,,
1263,1263,Facebook,Referral,,
1264,1264,Facebook,Referral,,hotel
1265,1265,Direct,Organic,,
1266,1266,Facebook,Referral,interesting,network
1267,1267,Facebook,Organic,executive,charge
1268,1268,Email Campaign,Organic,career,
1269,1269,Google,Organic,set,
1270,1270,Direct,Referral,,
1271,1271,Email Campaign,Referral,five,
1272,1272,Direct,Organic,,
1273,1273,Direct,Referral,,
1274,1274,Email Campaign,Paid,memory,
1275,1275,Twitter,Social,,method
1276,1276,Facebook,Referral,compare,
1277,1277,Twitter,Organic,,
1278,1278,Facebook,Organic,system,room
1279,1279,Email Campaign,Organic,watch,past
1280,1280,Google,Social,,
1281,1281,Facebook,Referral,,
1282,1282,Twitter,Referral,technology,
1283,1283,Facebook,Social,,entire
1284,1284,Twitter,Social,,
1285,1285,Email Campaign,Paid,,
1286,1286,Twitter,Paid,,
1287,1287,Google,Social,,
1288,1288,Direct,Social,,
1289,1289,Twitter,Organic,,
1290,1290,Twitter,Referral,set,
1291,1291,Facebook,Social,,
1292,1292,Email Campaign,Organic,through,ability
1293,1293,Email Campaign,Paid,care,
1294,1294,Direct,Referral,,
1295,1295,Google,Social,,
1296,1296,Google,Social,,
1297,1297,Google,Referral,,
1298,1298,Facebook,Social,,
1299,1299,Facebook,Organic,,
1300,1300,Google,Social,dinner,
1301,1301,Direct,Referral,point,civil
1302,1302,Email Campaign,Referral,,
1303,1303,Google,Paid,,day
1304,1304,Twitter,Paid,realize,true
1305,1305,Twitter,Referral,,
1306,1306,Facebook,Social,,police
1307,1307,Twitter,Paid,,visit
1308,1308,Facebook,Referral,already,
1309,1309,Twitter,Organic,if,
1310,1310,Google,Organic,success,society
1311,1311,Twitter,Organic,response,
1312,1312,Twitter,Organic,,
1313,1313,Facebook,Organic,need,
1314,1314,Twitter,Organic,,
1315,1315,Facebook,Referral,,
1316,1316,Email Campaign,Paid,,current
1317,1317,Email Campaign,Social,positive,moment
1318,1318,Twitter,Paid,,always
1319,1319,Email Campaign,Organic,field,
1320,1320,Direct,Referral,,
1321,1321,Google,Paid,,
1322,1322,Email Campaign,Referral,hundred,
1323,1323,Twitter,Organic,message,
1324,1324,Direct,Referral,certainly,service
1325,1325,Direct,Paid,rock,
1326,1326,Email Campaign,Social,up,
1327,1327,Email Campaign,Referral,,it
1328,1328,Facebook,Referral,instead,
1329,1329,Google,Organic,push,enter
1330,1330,Email Campaign,Social,,
1331,1331,Email Campaign,Referral,red,
1332,1332,Twitter,Paid,,
1333,1333,Twitter,Referral,,
1334,1334,Direct,Organic,attention,
1335,1335,Google,Referral,,
1336,1336,Direct,Organic,,produce
1337,1337,Facebook,Paid,,
1338,1338,Email Campaign,Organic,,
1339,1339,Twitter,Paid,,
1340,1340,Facebook,Paid,,
1341,1341,Email Campaign,Referral,,Democrat
1342,1342,Direct,Paid,,
1343,1343,Email Campaign,Paid,,
1344,1344,Email Campaign,Organic,white,
1345,1345,Twitter,Social,,
1346,1346,Direct,Referral,method,
1347,1347,Direct,Paid,,
1348,1348,Twitter,Paid,,
1349,1349,Twitter,Organic,,need
1350,1350,Email Campaign,Organic,,
1351,1351,Email Campaign,Social,,
1352,1352,Direct,Organic,,
1353,1353,Twitter,Social,enter,
1354,1354,Twitter,Organic,,
1355,1355,Twitter,Paid,skill,suddenly
1356,1356,Google,Social,,
1357,1357,Google,Social,,
1358,1358,Facebook,Social,bill,
1359,1359,Direct,Paid,,
1360,1360,Direct,Paid,attention,program
1361,1361,Facebook,Social,,
1362,1362,Facebook,Social,,everybody
1363,1363,Direct,Social,my,
1364,1364,Twitter,Organic,answer,successful
1365,1365,Facebook,Referral,,
1366,1366,Twitter,Social,,
1367,1367,Google,Paid,,
1368,1368,Twitter,Social,so,
1369,1369,Twitter,Social,,
1370,1370,Email Campaign,Referral,,major
1371,1371,Email Campaign,Paid,away,
1372,1372,Twitter,Referral,,
1373,1373,Google,Referral,drug,door
1374,1374,Direct,Organic,might,capital
1375,1375,Direct,Referral,,
1376,1376,Direct,Organic,radio,
1377,1377,Twitter,Organic,claim,
1378,1378,Direct,Paid,,
1379,1379,Direct,Referral,,
1380,1380,Email Campaign,Organic,field,
1381,1381,Email Campaign,Referral,,
1382,1382,Facebook,Paid,win,worker
1383,1383,Email Campaign,Paid,population,
1384,1384,Facebook,Paid,,street
1385,1385,Twitter,Social,century,
1386,1386,Facebook,Paid,human,
1387,1387,Google,Paid,coach,
1388,1388,Twitter,Social,,
1389,1389,Direct,Referral,,
1390,1390,Email Campaign,Social,,
1391,1391,Facebook,Social,grow,
1392,1392,Email Campaign,Referral,,
1393,1393,Twitter,Organic,guess,
1394,1394,Twitter,Referral,family,
1395,1395,Direct,Paid,reason,born
1396,1396,Google,Referral,mouth,
1397,1397,Twitter,Organic,,
1398,1398,Direct,Organic,,
1399,1399,Google,Organic,measure,
1400,1400,Email Campaign,Social,ever,
1401,1401,Twitter,Social,southern,trial
1402,1402,Email Campaign,Organic,,
1403,1403,Google,Organic,threat,
1404,1404,Direct,Social,eight,
1405,1405,Email Campaign,Organic,fly,act
1406,1406,Twitter,Referral,large,
1407,1407,Direct,Paid,understand,
1408,1408,Facebook,Organic,,
1409,1409,Google,Paid,get,process
1410,1410,Google,Organic,,
1411,1411,Google,Social,call,
1412,1412,Facebook,Paid,start,yet
1413,1413,Twitter,Referral,,
1414,1414,Direct,Referral,dinner,
1415,1415,Direct,Organic,,popular
1416,1416,Direct,Social,read,court
1417,1417,Direct,Referral,,
1418,1418,Google,Organic,if,
1419,1419,Twitter,Organic,,help
1420,1420,Twitter,Social,piece,away
1421,1421,Facebook,Organic,method,
1422,1422,Email Campaign,Referral,remember,responsibility
1423,1423,Facebook,Social,hospital,card
1424,1424,Facebook,Paid,strong,
1425,1425,Google,Referral,,
1426,1426,Facebook,Social,administration,
1427,1427,Facebook,Paid,,
1428,1428,Facebook,Referral,financial,until
1429,1429,Email Campaign,Paid,rather,allow
1430,1430,Google,Organic,,
1431,1431,Direct,Social,,
1432,1432,Google,Social,,environmental
1433,1433,Facebook,Referral,executive,shoulder
1434,1434,Email Campaign,Organic,,
1435,1435,Twitter,Social,prepare,necessary
1436,1436,Direct,Paid,,
1437,1437,Facebook,Organic,,
1438,1438,Direct,Paid,,
1439,1439,Google,Social,,
1440,1440,Google,Paid,,gas
1441,1441,Facebook,Paid,,
1442,1442,Google,Social,,
1443,1443,Google,Paid,skill,right
1444,1444,Facebook,Referral,try,
1445,1445,Google,Referral,yeah,
1446,1446,Email Campaign,Referral,our,different
1447,1447,Google,Referral,,focus
1448,1448,Google,Paid,out,particular
1449,1449,Email Campaign,Referral,program,
1450,1450,Facebook,Organic,,one
1451,1451,Direct,Social,little,
1452,1452,Twitter,Social,,
1453,1453,Facebook,Social,although,
1454,1454,Facebook,Social,standard,
1455,1455,Google,Paid,live,
1456,1456,Email Campaign,Paid,sea,
1457,1457,Direct,Organic,major,road
1458,1458,Facebook,Paid,,
1459,1459,Twitter,Social,feeling,
1460,1460,Facebook,Social,,be
1461,1461,Direct,Paid,,
1462,1462,Google,Organic,place,
1463,1463,Direct,Referral,,hope
1464,1464,Google,Social,here,
1465,1465,Twitter,Referral,check,painting
1466,1466,Twitter,Social,I,
1467,1467,Google,Paid,treatment,
1468,1468,Direct,Paid,various,
1469,1469,Google,Social,huge,
1470,1470,Twitter,Paid,,sell
1471,1471,Email Campaign,Paid,stock,
1472,1472,Facebook,Paid,remain,
1473,1473,Direct,Social,picture,
1474,1474,Direct,Referral,,forget
1475,1475,Direct,Organic,,population
1476,1476,Facebook,Social,,
1477,1477,Twitter,Paid,,
1478,1478,Google,Referral,,
1479,1479,Google,Paid,face,yet
1480,1480,Google,Paid,,
1481,1481,Twitter,Referral,live,
1482,1482,Email Campaign,Referral,,
1483,1483,Direct,Referral,,
1484,1484,Twitter,Paid,school,
1485,1485,Google,Paid,,
1486,1486,Google,Social,,
1487,1487,Facebook,Social,,month
1488,1488,Direct,Social,consider,
1489,1489,Twitter,Referral,TV,
1490,1490,Direct,Social,water,before
1491,1491,Google,Social,,yard
1492,1492,Email Campaign,Paid,each,
1493,1493,Twitter,Paid,others,president
1494,1494,Email Campaign,Paid,,involve
1495,1495,Email Campaign,Paid,notice,yet
1496,1496,Facebook,Organic,spring,
1497,1497,Facebook,Social,,
1498,1498,Email Campaign,Organic,,baby
1499,1499,Google,Organic,,
1500,1500,Direct,Paid,,
1501,1501,Direct,Referral,old,
1502,1502,Twitter,Referral,develop,trouble
1503,1503,Email Campaign,Organic,,
1504,1504,Direct,Referral,democratic,system
1505,1505,Direct,Social,hit,
1506,1506,Direct,Organic,,
1507,1507,Google,Referral,,
1508,1508,Twitter,Referral,might,
1509,1509,Facebook,Organic,red,yourself
1510,1510,Google,Social,,
1511,1511,Facebook,Referral,heart,
1512,1512,Google,Social,,answer
1513,1513,Google,Paid,tax,television
1514,1514,Direct,Referral,prepare,share
1515,1515,Facebook,Social,such,
1516,1516,Direct,Paid,describe,bill
1517,1517,Direct,Social,,seek
1518,1518,Twitter,Organic,item,
1519,1519,Direct,Organic,,
1520,1520,Email Campaign,Social,stop,
1521,1521,Facebook,Paid,,reason
1522,1522,Google,Referral,,
1523,1523,Direct,Paid,,
1524,1524,Google,Organic,similar,
1525,1525,Facebook,Paid,,
1526,1526,Google,Referral,,
1527,1527,Google,Social,traditional,
1528,1528,Twitter,Organic,style,
1529,1529,Direct,Paid,deep,
1530,1530,Facebook,Referral,catch,event
1531,1531,Direct,Referral,positive,
1532,1532,Facebook,Referral,nice,
1533,1533,Google,Paid,,
1534,1534,Email Campaign,Organic,no,
1535,1535,Email Campaign,Social,,
1536,1536,Google,Organic,,majority
1537,1537,Email Campaign,Social,,
1538,1538,Facebook,Organic,onto,
1539,1539,Google,Paid,film,
1540,1540,Direct,Referral,,
1541,1541,Direct,Paid,,
1542,1542,Direct,Social,worker,
1543,1543,Facebook,Social,,
1544,1544,Email Campaign,Social,,
1545,1545,Email Campaign,Referral,action,
1546,1546,Twitter,Paid,,
1547,1547,Twitter,Paid,possible,
1548,1548,Google,Referral,,
1549,1549,Email Campaign,Organic,,personal
1550,1550,Facebook,Organic,,between
1551,1551,Email Campaign,Paid,success,tend
1552,1552,Google,Social,language,
1553,1553,Facebook,Organic,economy,
1554,1554,Direct,Social,,few
1555,1555,Direct,Referral,,
1556,1556,Google,Social,,
1557,1557,Facebook,Organic,,
1558,1558,Direct,Organic,,
1559,1559,Direct,Social,collection,
1560,1560,Direct,Referral,particularly,
1561,1561,Twitter,Social,weight,
1562,1562,Twitter,Social,spring,
1563,1563,Google,Organic,idea,
1564,1564,Twitter,Paid,,
1565,1565,Email Campaign,Organic,part,
1566,1566,Email Campaign,Social,,
1567,1567,Email Campaign,Social,,audience
1568,1568,Google,Social,article,suddenly
1569,1569,Direct,Social,moment,
1570,1570,Google,Social,,agreement
1571,1571,Facebook,Referral,,too
1572,1572,Google,Paid,,campaign
1573,1573,Google,Paid,between,
1574,1574,Email Campaign,Social,for,yard
1575,1575,Direct,Organic,week,research
1576,1576,Google,Referral,many,analysis
1577,1577,Google,Social,,
1578,1578,Direct,Paid,less,
1579,1579,Facebook,Organic,,right
1580,1580,Direct,Social,check,community
1581,1581,Twitter,Organic,,
1582,1582,Facebook,Referral,,drive
1583,1583,Google,Social,,
1584,1584,Twitter,Organic,moment,above
1585,1585,Email Campaign,Organic,,
1586,1586,Facebook,Social,,
1587,1587,Twitter,Referral,,camera
1588,1588,Email Campaign,Paid,natural,
1589,1589,Facebook,Social,lot,run
1590,1590,Google,Referral,,
1591,1591,Facebook,Social,,
1592,1592,Facebook,Organic,try,edge
1593,1593,Email Campaign,Referral,popular,
1594,1594,Google,Organic,,
1595,1595,Google,Organic,mouth,another
1596,1596,Facebook,Paid,,page
1597,1597,Direct,Paid,,agency
1598,1598,Twitter,Referral,event,structure
1599,1599,Facebook,Paid,research,play
1600,1600,Twitter,Organic,Congress,
1601,1601,Email Campaign,Social,break,
1602,1602,Twitter,Organic,,develop
1603,1603,Twitter,Referral,,
1604,1604,Email Campaign,Referral,age,
1605,1605,Google,Paid,,
1606,1606,Direct,Paid,,
1607,1607,Email Campaign,Organic,,lay
1608,1608,Email Campaign,Paid,theory,
1609,1609,Email Campaign,Organic,play,
1610,1610,Email Campaign,Organic,,
1611,1611,Direct,Paid,,
1612,1612,Direct,Social,,
1613,1613,Direct,Organic,,somebody
1614,1614,Facebook,Organic,,
1615,1615,Twitter,Social,,
1616,1616,Twitter,Paid,recent,fill
1617,1617,Facebook,Paid,,
1618,1618,Email Campaign,Social,,
1619,1619,Google,Organic,indicate,
1620,1620,Email Campaign,Referral,,market
1621,1621,Direct,Social,support,without
1622,1622,Facebook,Paid,,follow
1623,1623,Facebook,Referral,parent,
1624,1624,Google,Social,order,
1625,1625,Twitter,Referral,,
1626,1626,Direct,Referral,letter,form
1627,1627,Facebook,Organic,case,
1628,1628,Google,Paid,officer,
1629,1629,Direct,Referral,,fast
1630,1630,Facebook,Social,region,wide
1631,1631,Google,Referral,investment,
1632,1632,Direct,Social,,
1633,1633,Google,Social,,
1634,1634,Direct,Referral,human,control
1635,1635,Facebook,Organic,,
1636,1636,Direct,Organic,none,
1637,1637,Facebook,Organic,,agreement
1638,1638,Direct,Paid,,
1639,1639,Twitter,Paid,,
1640,1640,Facebook,Organic,,eye
1641,1641,Twitter,Social,option,
1642,1642,Google,Referral,,
1643,1643,Google,Paid,place,her
1644,1644,Direct,Social,such,
1645,1645,Email Campaign,Referral,board,
1646,1646,Email Campaign,Organic,,
1647,1647,Twitter,Organic,,
1648,1648,Twitter,Referral,,
1649,1649,Direct,Paid,,
1650,1650,Direct,Referral,,
1651,1651,Google,Social,,character
1652,1652,Facebook,Paid,,
1653,1653,Facebook,Social,each,debate
1654,1654,Direct,Social,,even
1655,1655,Google,Social,mind,add
1656,1656,Facebook,Paid,,
1657,1657,Email Campaign,Paid,develop,
1658,1658,Email Campaign,Paid,,
1659,1659,Google,Social,,eye
1660,1660,Direct,Organic,watch,when
1661,1661,Direct,Paid,,
1662,1662,Email Campaign,Referral,,
1663,1663,Twitter,Paid,maybe,yeah
1664,1664,Facebook,Referral,at,community
1665,1665,Direct,Organic,eye,receive
1666,1666,Facebook,Social,,
1667,1667,Twitter,Organic,,until
1668,1668,Email Campaign,Organic,little,area
1669,1669,Email Campaign,Referral,show,process
1670,1670,Twitter,Social,west,
1671,1671,Email Campaign,Referral,,
1672,1672,Facebook,Referral,,
1673,1673,Direct,Referral,,
1674,1674,Direct,Social,station,body
1675,1675,Google,Social,,entire
