Page_ID,Session_ID,Page_URL,Page_Title,Pageviews,Average_Time_on_Page,Exit_Rate
2701,2310,https://www.flynn.com/categorieslogin.html,Modern great yard.,4,32,36.62
2702,819,http://paul.info/search/explorelogin.html,Born for yes likely.,20,123,69.57
2703,1690,http://www.smith.info/app/mainterms.html,Wait system decide.,9,248,93.88
2704,3120,http://shaffer-shaw.com/main/searchpost.html,Dinner national.,3,218,97.72
2705,1757,http://www.chen-marshall.org/searchauthor.jsp,Such song.,1,21,58.29
2706,2659,http://www.ewing.com/list/wp-contenthome.html,Land paper line.,1,165,80.28
2707,1156,https://singleton.biz/tags/tag/blogindex.php,When.,18,261,36.63
2708,4570,https://scott.info/app/appindex.html,Worry bill.,5,27,33.48
2709,445,https://williams-hayden.com/tagregister.php,West difference seek.,20,50,14.15
2710,4935,http://www.johnson.com/postssearch.jsp,Letter open.,6,165,13.87
2711,1497,https://hubbard.com/category/tagsindex.php,Model price turn.,13,197,32.12
2712,735,http://www.allen.com/posts/explore/tagsauthor.html,Miss usually.,8,184,8.32
2713,2541,https://faulkner-knight.info/tag/tagsearch.htm,Sister produce.,14,193,77.18
2714,797,https://black.info/main/tagsauthor.asp,Road south speak.,19,38,16.41
2715,381,http://www.gilbert.com/app/category/categoryindex.asp,Product movement.,11,201,25.24
2716,192,https://bullock.com/app/categoryfaq.htm,Such wonder majority side.,8,71,48.69
2717,4878,http://www.mcfarland.com/searchhome.html,Phone rich resource.,1,191,63.39
2718,4270,https://martinez-jones.net/wp-content/categoriesmain.html,Parent but.,16,50,91.41
2719,1686,https://simmons.info/tag/tags/tagpost.html,Relate gas rock.,5,120,29.78
2720,1423,https://stewart.com/tag/categoriesregister.htm,Sister force.,15,162,64.04
2721,1726,http://www.george-phillips.info/postshomepage.php,Allow officer.,6,236,68.28
2722,862,https://sullivan.com/explore/wp-content/blogsearch.asp,On computer writer.,6,60,52.27
2723,3706,http://bruce.com/explore/mainmain.html,Threat behind.,1,219,53.96
2724,2844,https://forbes-wallace.com/posts/maincategory.php,Somebody beautiful.,2,233,51.23
2725,94,http://www.collins.org/searchregister.jsp,Practice trip.,11,220,82.0
2726,353,https://brown-beasley.com/categories/wp-contenthomepage.html,But huge floor.,17,134,48.79
2727,2505,http://www.bray-adams.com/tags/categoriessearch.jsp,Simple weight discover.,10,255,2.62
2728,277,https://www.reynolds.com/categories/wp-content/appregister.asp,Maintain size.,8,182,99.36
2729,1576,https://perry-mejia.biz/tag/explore/searchlogin.html,Forget model of.,10,43,32.72
2730,3279,http://www.freeman.com/categories/blog/mainlogin.html,Race still.,9,225,88.92
2731,4393,http://avila-mcclain.com/tagsregister.php,Energy artist.,20,98,30.48
2732,3032,http://www.floyd.org/category/explore/postssearch.htm,Might star area.,1,199,50.61
2733,472,http://gutierrez.com/categories/categorypost.php,Participant role dark.,19,57,47.31
2734,1452,http://lopez.biz/wp-content/mainfaq.php,No yeah sport.,5,19,59.19
2735,1362,https://wolfe.net/app/app/categorysearch.html,Area.,8,65,95.27
2736,4817,http://www.fox-hall.org/main/categoriesmain.asp,Cell reveal hold.,15,251,35.33
2737,1475,https://www.jones.biz/list/explorefaq.html,Toward.,18,70,5.39
2738,2925,https://mclaughlin.com/list/appcategory.htm,Surface former.,14,267,40.82
2739,763,https://www.brown.com/mainsearch.php,Coach physical.,19,60,97.33
2740,3872,http://smith.biz/category/categoriescategory.jsp,Growth policy.,9,269,53.98
2741,2775,http://www.goodwin-brown.org/search/applogin.htm,When.,10,114,34.11
2742,1749,http://www.cooper-garcia.com/appindex.php,Why yet floor.,17,135,39.79
2743,1343,https://www.hoffman-arnold.com/list/searchhomepage.asp,Arm society usually.,7,188,23.44
2744,3080,http://moore.org/searchhome.php,Yard pressure.,8,231,8.77
2745,2278,https://www.clark.com/tagsearch.asp,Country product voice.,9,148,87.95
2746,3547,https://boyd.com/explorecategory.html,Them task thought.,18,98,0.38
2747,558,http://www.lucas-heath.com/search/wp-content/wp-contentregister.html,Democratic.,19,21,7.74
2748,2720,http://smith.com/explorehomepage.asp,Within law.,20,20,30.15
2749,1639,http://richardson-reeves.net/search/exploreregister.asp,Minute successful base.,12,258,13.77
2750,3945,https://ruiz.com/blog/searchcategory.html,Forget fill.,5,258,5.61
2751,2640,http://www.bailey-west.org/tags/categorymain.php,Society leave friend.,15,76,53.47
2752,3257,https://johnson-schmidt.com/tag/category/wp-contenthome.htm,Agreement hit.,10,40,28.04
2753,3979,http://www.wallace-callahan.com/search/searchprivacy.php,Notice major.,18,97,50.35
2754,567,https://www.medina.com/app/tags/categoriesabout.php,Suddenly rise.,15,246,74.3
2755,675,https://martinez.com/mainpost.asp,Citizen friend red.,9,254,80.77
2756,4102,http://cannon-crawford.org/blog/tagscategory.php,Certainly their effort.,13,162,48.32
2757,4111,https://barton-reese.com/search/tags/blogterms.html,Action.,16,44,77.72
2758,3581,http://ward.org/explore/category/tagcategory.html,Role imagine.,7,170,20.86
2759,284,https://saunders-little.info/tags/bloghomepage.html,Long customer.,16,280,87.29
2760,2067,https://www.green.com/tags/listmain.php,Lawyer.,12,244,23.97
2761,2710,https://lee-erickson.com/listsearch.htm,Room suddenly specific.,9,156,47.94
2762,4499,https://taylor.org/categoriespost.html,Movie already worker.,20,228,86.81
2763,445,http://www.jones.info/wp-content/tagsearch.html,Above tend.,10,110,85.61
2764,725,https://kelly.com/tags/mainauthor.htm,Once special.,9,38,93.78
2765,3127,http://gomez-frost.com/blogindex.jsp,Minute political.,14,229,93.09
2766,2565,http://king-simmons.com/category/blog/tagfaq.html,Party sense.,2,31,21.9
2767,3497,https://diaz.org/blog/bloglogin.html,President smile child produce.,5,125,47.42
2768,1918,https://www.orr.com/categoriesabout.asp,Low than.,17,40,37.53
2769,4796,https://www.carter.com/tagprivacy.htm,Modern to thing continue.,7,37,81.7
2770,1464,https://www.simmons.info/tags/wp-contentindex.html,As kind.,12,191,4.01
2771,1357,http://bowman.info/tagscategory.asp,Out similar.,3,131,10.46
2772,2983,http://www.campbell.biz/explorepost.html,Worry present book.,4,164,51.76
2773,3717,http://www.barrett.org/blog/explore/tagscategory.html,Morning modern nearly.,1,203,25.92
2774,4753,https://www.graham.net/tags/wp-content/categoriessearch.html,Present music.,4,157,10.55
2775,2232,http://schultz-nelson.com/explorecategory.htm,Career money improve.,5,90,47.54
2776,1839,http://www.schneider-travis.com/explore/searchindex.asp,Interest.,12,203,32.63
2777,3801,https://king-collins.com/list/app/listindex.html,President field I.,3,167,1.96
2778,1034,http://www.scott.net/listauthor.html,Feeling top surface strategy.,5,48,35.74
2779,1764,https://vega.com/list/tag/apphomepage.htm,Enjoy involve.,17,170,29.27
2780,155,https://green-morse.org/wp-content/app/explorepost.html,When line attack.,13,229,32.45
2781,4253,http://www.leonard-tate.com/tags/categoriesfaq.php,Better turn machine figure.,6,28,80.98
2782,2930,https://murray.com/category/wp-contentregister.jsp,Meeting street parent.,18,60,82.13
2783,2067,https://www.reyes-murphy.com/search/explore/blogfaq.html,There.,2,166,30.17
2784,3061,http://murphy.org/list/explore/apppost.htm,Decide feeling.,14,12,2.89
2785,4969,https://mcgee.com/app/tag/blogcategory.php,Fill two bit.,2,238,4.21
2786,1094,http://www.ortiz.net/main/blogsearch.php,Nor under.,2,193,53.63
2787,3277,http://leonard.com/categories/tagregister.html,Kid.,9,82,42.8
2788,4723,https://www.reyes.biz/category/tag/categorieshomepage.htm,Trade reality check.,4,221,0.51
2789,2579,http://sullivan.org/categories/explorepost.htm,Indicate beyond.,18,55,49.62
2790,2860,http://www.wright.com/tags/bloglogin.jsp,Miss year author.,20,156,72.67
2791,2898,http://www.burgess.com/category/exploreterms.php,Various.,1,184,41.27
2792,2643,https://www.perez-curry.com/exploreauthor.html,Across clearly.,3,232,30.47
2793,913,https://www.harrison-gutierrez.com/tag/categoriespost.htm,Look board civil.,15,21,79.96
2794,2349,http://www.spencer.com/wp-content/tag/explorefaq.htm,What Congress.,11,136,66.69
2795,2330,http://www.bennett.info/list/searchregister.htm,I.,20,118,92.72
2796,2973,http://www.costa.net/explore/categoriesabout.php,Million professional country.,17,120,61.6
2797,1260,https://guerra.com/categorysearch.htm,View need yes task.,19,144,7.16
2798,2576,https://www.james-harris.com/wp-contenthome.jsp,Opportunity budget.,15,202,54.59
2799,1231,http://stafford.org/tag/main/postsindex.html,Whose front big material.,17,66,40.47
2800,365,https://www.parker.org/wp-content/exploresearch.html,Time close actually.,20,223,12.03
2801,4876,http://www.bond-thompson.info/main/wp-contenthome.html,Air may.,2,259,80.9
2802,2092,https://www.martin.com/tagspost.html,Language.,13,248,29.14
2803,732,http://moore-garcia.info/categoryterms.htm,Argue star maintain.,8,152,38.13
2804,1640,https://www.ramos.com/category/mainauthor.php,Purpose eat others.,9,39,54.97
2805,4004,https://www.nguyen-thomas.biz/list/wp-content/taghomepage.htm,Reflect number use speak.,6,63,93.87
2806,1358,http://www.franco.net/tag/main/listindex.html,Explain professional.,19,124,45.84
2807,4048,http://www.cortez.com/wp-contentsearch.html,Rule a.,11,56,66.17
2808,426,https://brown-boyer.com/categories/tagsauthor.php,Seek bar production.,20,54,29.62
2809,4396,https://www.cook-payne.net/categoryprivacy.htm,Speech than.,5,266,94.09
2810,3136,https://www.johnson.com/categoryabout.htm,Leg office assume.,11,51,17.66
2811,3117,https://rich.com/posts/tag/explorehomepage.php,Area.,3,22,45.04
2812,2640,http://www.holt.com/list/blogregister.asp,American its team play.,6,244,76.16
2813,2990,http://www.adams-howell.info/tags/blog/blogindex.html,Election real simple.,7,217,80.61
2814,3928,http://www.solis.biz/posts/blog/listlogin.html,Usually current listen.,5,22,69.4
2815,2510,https://www.wyatt-tucker.com/explore/category/blogabout.html,Hotel offer but.,5,194,28.82
2816,3343,http://www.sanchez.com/tag/explore/listabout.php,Good few.,7,256,95.68
2817,2897,https://www.atkins.com/main/categoriessearch.htm,People spring ahead.,15,148,72.6
2818,3521,https://lopez-donaldson.biz/wp-contentprivacy.php,Major option.,18,226,13.6
2819,3623,https://horton.com/categories/categoryindex.php,During fine debate machine.,12,231,53.46
2820,2176,http://www.cox.com/mainindex.htm,Seem return Republican.,8,279,56.68
2821,556,http://jimenez.com/app/blog/mainmain.jsp,Trouble.,4,72,9.82
2822,3820,http://wyatt.com/listregister.htm,Itself interview.,9,150,91.36
2823,354,http://www.king.info/blog/tagslogin.html,Minute.,16,239,83.32
2824,4572,http://www.hansen.biz/tag/search/apphome.html,Structure month relate whether.,3,258,5.34
2825,4390,https://flores.com/main/categoryauthor.jsp,Only from to.,19,80,37.37
2826,2975,https://martinez.com/categories/postspost.html,Benefit tend.,16,117,19.86
2827,1266,https://www.richards.info/category/categoriessearch.htm,Set.,2,157,93.4
2828,4237,http://lang.info/categories/categorieslogin.htm,Rate southern view.,17,58,83.83
2829,3708,http://rosales.org/list/categoryhome.htm,Leave major form.,18,155,87.37
2830,820,https://benson.net/posts/blog/explorehomepage.html,Ball lay trouble.,18,95,71.04
2831,73,https://beasley-jarvis.com/mainregister.html,Across customer.,3,141,16.19
2832,269,http://ellis-smith.com/main/blog/tagauthor.php,Fish.,3,52,41.9
2833,2642,http://www.kim-bruce.com/categoriesterms.php,Close the.,8,128,95.63
2834,173,https://harmon.net/tagsearch.htm,Same religious.,14,88,24.66
2835,2926,https://pineda.org/exploreregister.html,Second network eat from.,17,178,29.36
2836,1975,https://hughes.net/wp-contenthome.htm,Country wait.,18,139,80.69
2837,4886,https://www.harris.com/wp-content/posts/postsmain.htm,Law prepare.,5,296,52.59
2838,4011,http://www.phillips.com/wp-contentlogin.htm,About speak week.,4,243,83.78
2839,84,http://www.nichols.com/tags/exploremain.htm,Feeling art performance.,18,186,23.79
2840,564,http://hebert.com/main/searchabout.html,Activity choice.,5,112,86.49
2841,2934,https://www.thompson.com/categoriesprivacy.htm,Response protect consumer.,19,59,3.99
2842,4815,https://valdez.net/appterms.html,Before close.,13,15,7.96
2843,2728,http://www.decker.biz/categorymain.php,Hand build plant.,10,21,66.58
2844,4652,http://www.mitchell.com/maincategory.php,Skin democratic.,13,106,67.26
2845,1842,http://www.ibarra-west.com/tags/search/tagssearch.html,Fact pass.,19,231,99.74
2846,4331,http://www.ray.biz/list/categories/explorehome.jsp,Little brother.,9,281,72.94
2847,2555,https://garcia.com/tagsauthor.php,Reflect but.,2,156,27.11
2848,3719,http://duke-duffy.org/blog/blogabout.asp,Involve life rather.,3,267,11.91
2849,4116,https://www.gomez.com/tags/posts/listabout.htm,Safe.,12,255,80.5
2850,2523,https://www.hamilton.com/main/tagsabout.htm,Contain organization policy.,5,42,40.86
2851,1390,http://harris.com/tags/categoriesprivacy.htm,Hundred determine.,6,59,91.56
2852,328,http://miles.com/category/listterms.html,College exist.,20,178,97.86
2853,4808,http://www.baker.com/tags/tag/wp-contentcategory.html,Head.,3,32,51.13
2854,1686,http://www.dennis-lane.com/mainsearch.jsp,Nothing.,10,282,85.43
2855,3908,https://gonzalez.com/wp-content/categories/mainsearch.htm,Air summer near.,6,29,9.77
2856,4596,https://www.johnson.biz/explore/listfaq.php,Generation with include.,14,219,54.02
2857,2318,http://delgado.org/posts/main/taglogin.htm,Line when.,2,283,99.32
2858,1858,https://www.jordan-morris.com/tagregister.jsp,Option study site interest.,13,17,91.96
2859,4770,https://medina.com/tags/blog/searchhome.asp,List school.,12,246,65.79
2860,278,https://dixon.com/explore/tagsabout.html,Central hundred.,8,151,20.49
2861,3168,https://www.sullivan-farrell.com/posts/blog/blogpost.html,Need some.,3,229,13.26
2862,524,http://murphy.info/list/tagsfaq.html,World member claim.,13,277,75.25
2863,357,http://perkins-martin.org/listfaq.html,Painting traditional sound.,18,297,35.24
2864,1346,https://www.dean.com/categories/categories/appregister.htm,Idea resource cultural.,6,267,45.33
2865,263,https://www.carr.biz/app/postsauthor.jsp,Possible wish.,20,204,28.02
2866,3889,http://edwards-clayton.com/app/tagsabout.jsp,Great able.,9,292,42.97
2867,4049,https://turner.com/main/list/exploreauthor.jsp,Per summer.,2,255,20.28
2868,2398,http://cruz.com/tags/tagshomepage.asp,Serious.,14,263,17.6
2869,1243,http://oneal-adams.com/categorymain.jsp,Painting reflect relate.,9,18,39.98
2870,4767,http://www.schwartz.com/posts/tags/wp-contentlogin.php,Perform quite.,6,291,4.47
2871,1093,http://anderson.com/explore/appauthor.jsp,Skill shake girl option.,19,24,76.88
2872,3315,http://www.valenzuela-nelson.com/categorieshomepage.html,Subject sure economic.,18,200,20.23
2873,2224,https://www.landry.com/tags/explorepost.htm,Watch.,1,64,53.56
2874,3191,http://www.johnson.net/main/tag/tagsmain.html,Past shake.,12,48,67.17
2875,4394,http://www.gallagher.org/tagshomepage.html,Station most region.,13,152,95.11
2876,2843,https://www.foster-brewer.info/blog/categories/categoriessearch.php,Business.,4,119,48.78
2877,1695,https://www.andrews-walters.com/blog/tagsauthor.jsp,Without voice newspaper.,18,48,62.29
2878,4574,https://lewis-booker.com/listpost.htm,Kitchen seem picture.,15,291,19.95
2879,3821,https://www.cobb-morrison.biz/categories/wp-content/tagindex.jsp,Rather human them.,16,46,74.76
2880,2565,https://adams.com/explore/mainterms.html,Scientist professor.,19,166,90.09
2881,3246,https://reed-williams.com/wp-content/blogprivacy.html,Why.,12,119,48.78
2882,4282,https://smith.info/tagslogin.html,Really medical him.,13,181,15.06
2883,492,http://www.wagner.com/search/categorymain.php,Run finish now.,18,80,67.87
2884,4079,http://wilson.com/tag/blogindex.html,Program positive.,16,108,78.87
2885,3403,http://pace-wallace.com/tagpost.php,Writer agency.,19,159,73.6
2886,1056,http://www.thompson-turner.com/categoriesregister.html,Future small product writer.,5,245,25.65
2887,3921,http://www.long-dennis.com/tag/posts/appmain.html,Find still.,15,211,85.74
2888,4970,http://hart-cruz.info/categories/blogpost.php,Reveal understand.,2,77,88.96
2889,653,http://www.kent.com/main/category/mainfaq.php,Sport author thing near.,14,10,46.33
2890,4892,https://www.wade.org/appterms.html,Probably again use.,16,91,7.04
2891,25,https://www.johnson-hill.net/explore/posts/wp-contentpost.asp,Set bar hour.,14,56,87.62
2892,3574,https://brandt.biz/maincategory.html,Candidate support member nature.,12,219,73.92
2893,1541,http://cole-martin.com/search/search/tagmain.html,Least coach.,4,229,89.06
2894,618,https://www.smith-harris.com/list/exploreauthor.php,Same opportunity reveal.,10,86,47.68
2895,4622,https://kelley-mendoza.com/mainprivacy.php,Card bag.,1,289,79.13
2896,4785,https://www.grant.net/categorymain.html,Easy.,17,274,36.86
2897,263,http://www.davis.org/tagindex.html,Five interesting either risk.,10,109,91.27
2898,1625,http://www.adams-richardson.com/categories/categories/wp-contentindex.htm,Fall executive scene.,15,17,12.56
2899,3644,https://briggs.org/search/posts/categoryterms.php,Word enter ago.,19,57,88.85
2900,22,https://cordova.com/applogin.html,Particular challenge.,16,272,41.56
2901,2286,https://www.garrett-brooks.org/explore/posts/postsauthor.php,Term live reduce.,8,61,50.34
2902,799,https://www.williams-bates.com/posts/appterms.html,Explain like.,20,162,21.55
2903,2916,http://www.browning.com/tag/wp-contentprivacy.html,Chair room authority.,1,43,6.12
2904,1544,https://www.hurst.com/main/tag/wp-contentprivacy.html,Positive party thing.,20,285,64.08
2905,574,https://www.gonzalez-davis.com/apphomepage.htm,Production office chair.,8,292,77.6
2906,159,https://www.price.biz/main/mainmain.htm,Home occur.,8,127,73.68
2907,4663,https://phelps.net/tagsterms.jsp,Country machine glass.,2,107,24.28
2908,1951,http://www.dougherty.org/app/tags/searchcategory.html,Nearly break town.,8,233,55.28
2909,1869,http://www.escobar.org/blog/explore/blogsearch.html,What you.,16,297,39.01
2910,2288,https://perez-schmitt.biz/tag/explore/categoriespost.html,History sound or employee.,12,76,11.49
2911,4680,https://higgins.com/blog/tag/tagterms.html,Modern people away.,7,239,26.07
2912,3676,https://koch.com/tag/categoriesmain.html,Reveal some hand.,10,23,47.56
2913,4517,https://kennedy-sloan.com/categoryauthor.htm,Also require.,6,30,92.33
2914,4519,https://www.cooper-woodard.com/search/category/blogprivacy.php,History nice.,5,239,96.29
2915,866,https://lopez.biz/wp-content/search/listcategory.htm,Feeling father yard.,11,127,7.71
2916,4,https://nicholson.com/app/tag/categoriesauthor.html,Class.,17,219,28.99
2917,4855,http://www.ware.com/main/categories/tagsauthor.html,Risk out action.,1,126,96.18
2918,686,http://murphy-crawford.com/list/postsregister.html,Write argue in will.,2,237,5.62
2919,4508,http://wolf-kelley.net/main/bloglogin.asp,No owner would.,4,236,16.36
2920,3046,https://tran.com/category/searchlogin.htm,Expert industry.,18,211,89.44
2921,4606,http://branch.com/app/listpost.php,Current but itself.,20,170,72.01
2922,3525,http://nunez-baldwin.com/posts/tag/listcategory.php,Still point.,13,251,19.65
2923,1930,https://myers-lewis.com/taghomepage.html,Learn.,18,261,76.31
2924,3008,https://www.blevins-bass.biz/categories/tagspost.htm,Move subject.,4,168,90.88
2925,4659,https://www.moore.com/tag/apphomepage.htm,That deep side.,15,185,32.82
2926,4046,http://fuentes-johnson.biz/explore/explore/maincategory.php,Degree.,18,174,0.53
2927,3064,https://bowen-heath.com/category/list/mainabout.html,Raise know.,16,68,85.31
2928,547,https://perkins.biz/tag/explorefaq.php,Physical allow.,2,141,7.1
2929,3557,http://www.whitaker-mason.com/main/mainauthor.html,Return loss.,19,10,40.02
2930,4500,http://dean-powell.com/wp-content/blogauthor.html,Along staff.,19,240,86.68
2931,312,https://friedman-jimenez.com/category/postshomepage.html,Staff feel may land.,8,90,63.49
2932,434,https://www.sanchez.info/posts/listsearch.html,Image present.,2,15,29.69
2933,405,http://www.sims-rodriguez.org/app/search/categoryterms.htm,Tonight history age.,15,49,21.39
2934,593,http://www.morales.biz/mainindex.html,Doctor natural.,19,61,68.67
2935,2881,https://ali.com/categories/search/categoryterms.html,Worry skill tough.,5,270,49.84
2936,3488,https://www.gardner.com/tag/app/blogterms.htm,Doctor they.,12,135,10.63
2937,4459,https://grant.com/wp-contentlogin.jsp,Possible they.,13,39,63.97
2938,4988,https://cook-porter.org/category/explore/exploreprivacy.html,Plant late.,3,14,3.99
2939,1563,http://brown.com/list/explorehomepage.html,Check maintain about.,12,273,61.72
2940,1039,https://www.macdonald.com/category/app/listauthor.htm,Father still.,15,298,74.78
2941,3467,https://www.ferguson.net/main/tagsterms.html,Fear use suffer.,1,104,62.0
2942,2292,http://kelley-anderson.biz/appsearch.jsp,Popular natural.,11,270,34.62
2943,1621,http://www.bowen-montgomery.info/mainlogin.htm,Dog.,13,74,3.85
2944,3271,http://www.gates-patton.net/tagcategory.htm,Town gas page.,15,238,98.14
2945,2110,https://fernandez.com/blog/mainauthor.php,Fish picture.,1,158,23.77
2946,2248,https://www.foster.com/search/category/bloghomepage.html,Cold indicate certainly.,11,84,19.71
2947,2979,http://robles.com/wp-content/main/postsprivacy.htm,Power know TV.,15,15,20.23
2948,4534,https://www.marshall-hall.com/listsearch.html,Get computer size.,4,286,16.6
2949,1263,https://www.nguyen.com/categories/mainindex.php,Teacher generation enough.,7,108,32.86
2950,4875,http://www.mcdonald.biz/tag/tagterms.html,Doctor shake suddenly model.,17,276,41.04
2951,19,https://jennings.org/list/explorelogin.jsp,Sure month.,12,137,24.45
2952,287,http://johnson-bennett.net/list/exploreauthor.php,Standard your.,2,297,38.17
2953,481,https://west.info/posts/categorieshomepage.htm,Decision.,13,200,82.0
2954,136,https://www.mills-mays.com/tagsmain.html,Pm woman.,7,15,24.71
2955,1964,http://hernandez.com/tags/appcategory.html,Season.,14,239,94.21
2956,1183,http://www.murphy-hall.com/main/search/tagspost.php,Work will already.,5,165,47.95
2957,1397,http://brown.com/wp-contentauthor.php,Day quality role market.,2,221,10.52
2958,3519,http://smith-navarro.com/app/wp-content/mainfaq.jsp,Yet common continue.,4,220,8.63
2959,4053,http://johnson.biz/main/wp-contentsearch.html,Evidence rise.,16,242,96.89
2960,2231,https://www.petersen.com/tag/exploreabout.jsp,Bar evidence task.,16,297,28.13
2961,3182,http://www.durham-peterson.org/wp-content/searchregister.htm,College college since.,17,254,49.98
2962,3094,http://davies.com/tag/wp-contentterms.html,Move next.,3,230,38.91
2963,1470,https://tapia.net/categories/category/categorieslogin.php,Must media mind.,12,168,50.81
2964,3396,https://www.alvarez-knapp.com/categories/posts/mainmain.htm,Whole good while.,16,195,30.68
2965,1194,https://tate.com/main/categoryhomepage.jsp,Loss.,16,197,41.16
2966,2993,https://www.stewart.com/main/categorieshome.jsp,Visit thought.,3,224,4.93
2967,3956,https://ray.org/category/exploremain.html,Instead cause.,16,290,83.06
2968,544,http://thompson-berry.org/search/wp-contentindex.jsp,Begin sit rest.,4,205,35.97
2969,3351,http://williams.com/posts/explore/bloghome.php,Under side thought.,19,285,23.67
2970,1970,http://cole.info/appauthor.php,Voice performance.,7,26,34.94
2971,322,http://evans.com/wp-contentterms.htm,Thing get end.,19,148,71.79
2972,4362,https://baker.info/categories/blog/listabout.htm,Who especially size.,3,98,53.98
2973,3408,http://www.rice.com/main/blog/listlogin.htm,You represent.,20,118,72.47
2974,3507,https://johnson.com/appabout.html,Girl morning.,16,253,53.04
2975,4911,http://neal-oliver.net/explore/search/searchindex.html,Tax all high.,15,123,16.17
2976,3751,https://www.english.com/categories/categorysearch.php,Sense.,6,68,45.34
2977,2239,https://koch-carter.com/tagsindex.jsp,Than finish.,8,203,22.16
2978,159,https://www.marquez.com/wp-contentmain.asp,Leader.,14,92,96.21
2979,3461,https://www.taylor.com/main/searchsearch.php,Any family.,15,291,71.36
2980,1153,https://compton.com/tagsabout.htm,Consumer.,19,264,7.39
2981,4599,http://miller-smith.info/explore/app/appterms.asp,Behind western.,15,67,77.93
2982,3792,http://www.gross.com/wp-content/category/listhome.php,Air protect take.,14,118,84.77
2983,117,https://white.com/blog/tagssearch.asp,List establish.,20,290,8.68
2984,3663,https://www.bishop.net/search/wp-content/wp-contentabout.html,Friend help behind.,18,222,61.52
2985,1246,https://www.thompson-smith.info/list/blog/wp-contentfaq.html,Me stock.,18,64,39.67
2986,70,https://www.roth-rosario.info/search/main/postssearch.php,Effect parent interview.,4,242,92.44
2987,1108,https://www.fuentes-williams.com/tag/tag/searchauthor.php,Teach only watch.,8,136,99.24
2988,2945,http://www.ramos-atkinson.com/list/searchfaq.htm,Above Republican up.,4,200,6.68
2989,3447,http://jackson.com/blogpost.asp,Floor product truth.,5,91,5.99
2990,2153,https://www.khan.net/posts/tag/exploreregister.html,Sea candidate.,20,104,88.02
2991,1506,https://www.smith-walker.com/tagsfaq.htm,Agent table.,13,258,63.94
2992,711,http://www.mckee.net/mainterms.php,Recent prove government.,5,22,83.43
2993,4881,https://young-hardy.org/blog/wp-content/apphome.html,Outside civil.,12,66,45.83
2994,3496,http://hawkins.net/mainsearch.php,Pick owner baby.,17,15,73.93
2995,347,http://cummings.org/tags/tagsprivacy.asp,Day set determine.,7,58,84.59
2996,4452,http://sanchez.info/categoriesfaq.asp,Off discuss.,19,146,58.08
2997,605,https://mejia.com/appsearch.jsp,Soldier trip option.,7,159,36.72
2998,2373,https://holmes.com/tags/search/listindex.htm,Wall.,4,134,19.79
2999,3280,http://hardy.net/tags/tagsregister.html,Never who quality.,11,24,85.74
3000,4025,https://www.powell-horn.com/app/tags/tagsregister.html,Seem prepare list.,17,60,65.4
3001,391,https://chapman.com/app/postsindex.html,Network federal test.,5,146,28.85
3002,2618,https://www.mckenzie-osborne.info/blog/blog/categorycategory.html,Pull on simply.,2,235,35.64
3003,2040,http://www.rose.com/categories/wp-contentregister.php,Market.,6,248,55.89
3004,2920,http://www.bradford.com/listregister.php,Computer without war.,12,33,88.95
3005,3110,http://holmes.com/posts/blog/categoriesregister.htm,Image will effort action.,12,172,52.01
3006,4337,http://www.keller.com/mainlogin.jsp,Cup and floor.,13,45,26.32
3007,1556,https://lambert.info/tag/postslogin.htm,Task.,20,97,2.2
3008,779,http://ramirez.com/blog/appindex.html,Score behind main.,15,287,15.94
3009,760,https://evans.com/mainabout.asp,Last your worry.,20,163,58.44
3010,4291,http://hartman.com/list/appindex.html,For step.,15,64,50.46
3011,766,https://www.hernandez.com/search/listmain.htm,Evidence body.,20,66,91.07
3012,3000,https://braun-smith.com/categories/explore/categoryhome.html,Save study clear.,12,178,6.83
3013,4217,http://www.gonzales-nelson.com/list/searchcategory.jsp,Check interview but speech.,8,48,52.73
3014,2818,http://white-price.com/wp-contenthomepage.asp,Hundred what lay.,6,145,68.25
3015,3683,https://www.byrd.com/main/main/bloghome.htm,Full sort oil.,5,202,89.26
3016,3486,http://www.rodriguez.biz/explore/tags/blogsearch.jsp,West specific.,13,72,79.79
3017,668,http://hernandez.info/wp-content/wp-content/postshomepage.html,Room animal statement.,20,85,9.67
3018,4373,http://martinez.com/appprivacy.jsp,Accept may.,18,38,23.68
3019,3524,http://www.nguyen.com/explorelogin.php,Always management prepare.,9,280,47.07
3020,3375,http://gregory-fisher.org/app/blog/apphomepage.php,Knowledge call enjoy.,7,73,63.6
3021,219,https://www.steele.org/tags/poststerms.asp,Picture leader.,10,224,87.78
3022,988,http://ball.info/categories/explore/wp-contentindex.htm,Security natural.,14,59,48.45
3023,4331,http://lee-lynch.org/categorypost.php,Leg benefit.,19,275,11.89
3024,126,https://frye.com/search/tags/blogauthor.htm,Road inside again.,15,65,27.16
3025,4019,http://cooley.net/main/posts/mainregister.php,Especially various bill.,20,162,84.51
3026,4546,https://www.williams.com/category/posts/appcategory.htm,Quality.,8,231,94.25
3027,659,http://willis-dixon.com/wp-content/main/postssearch.php,Democrat interesting candidate.,1,37,85.76
3028,3545,http://morales.biz/tagsabout.asp,Worker.,12,300,13.48
3029,551,https://www.jenkins.info/searchcategory.jsp,Store wonder.,13,28,34.23
3030,3219,https://www.clark.info/categoriescategory.html,Forget thing us.,16,237,68.71
